time_s,amcl_x,amcl_y,amcl_qz,amcl_qw,filtered_vx,filtered_wz,left_velocity,right_velocity,left_rad_s,right_rad_s,voltage
1777784315.675,7.4402,0.7316,-0.0183,0.9998,-0.0030,0.0022,-0.0000,0.0000,-0.0479,-0.0000,49.7191
1777784316.675,7.4402,0.7316,-0.0183,0.9998,-0.0012,-0.0011,-0.0000,0.0000,0.0000,-0.0000,49.6579
1777784317.675,7.4402,0.7316,-0.0183,0.9998,-0.0006,-0.0011,-0.0000,0.0000,0.0000,-0.0000,49.6579
1777784318.675,7.4402,0.7316,-0.0183,0.9998,-0.0044,0.0033,-0.0000,0.0000,-0.0959,-0.0959,49.6426
1777784319.675,7.4402,0.7316,-0.0183,0.9998,-0.0027,-0.0033,-0.0000,0.0000,0.0000,-0.0000,49.6885
1777784320.675,7.4402,0.7316,-0.0183,0.9998,-0.0000,-0.0022,-0.0000,0.0000,0.0000,-0.0000,49.7038
1777784321.675,7.4402,0.7316,-0.0183,0.9998,-0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,49.6885
1777784322.675,7.4402,0.7316,-0.0183,0.9998,0.0013,-0.0000,-0.0000,0.0000,0.0000,-0.0000,49.6426
1777784323.674,7.4402,0.7316,-0.0183,0.9998,-0.0000,0.0022,-0.0000,0.0000,0.0000,-0.0000,49.6426
1777784324.674,7.4402,0.7316,-0.0183,0.9998,-0.0000,-0.0011,-0.0000,0.0000,0.0000,-0.0000,49.6426
1777784325.675,7.4402,0.7316,-0.0183,0.9998,-0.0009,-0.0000,-0.0000,0.0000,0.0000,-0.0000,49.7038
1777784326.675,7.4402,0.7316,-0.0183,0.9998,0.0000,-0.0011,-0.0000,0.0000,0.0000,-0.0000,49.6426
1777784327.675,7.4402,0.7316,-0.0183,0.9998,0.0003,0.0056,-0.0000,0.0000,0.0000,-0.0479,49.6885
1777784328.675,7.4402,0.7316,-0.0183,0.9998,-0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,49.6426
1777784329.675,7.4402,0.7316,-0.0183,0.9998,0.0000,-0.0022,-0.0000,0.0000,0.0000,-0.0000,49.6732
1777784330.675,7.4402,0.7316,-0.0183,0.9998,-0.0004,0.0033,-0.0000,0.0000,0.0000,-0.0000,49.7038
1777784331.675,7.4402,0.7316,-0.0183,0.9998,0.0008,-0.0000,-0.0000,0.0000,0.0000,-0.0000,49.7191
1777784332.675,7.4402,0.7316,-0.0183,0.9998,-0.0000,-0.0011,-0.0000,0.0000,0.0000,-0.0000,49.6732
1777784333.675,7.4402,0.7316,-0.0183,0.9998,-0.0008,-0.0011,-0.0000,0.0000,0.0000,-0.0000,49.7191
1777784334.675,7.4402,0.7316,-0.0183,0.9998,0.0003,0.0022,-0.0000,0.0000,0.0000,-0.0000,49.7038
1777784335.675,7.4402,0.7316,-0.0183,0.9998,0.0000,-0.0022,-0.0000,0.0000,0.0000,-0.0000,49.7038
1777784336.675,7.4402,0.7316,-0.0183,0.9998,-0.0000,-0.0022,-0.0000,0.0000,0.0000,-0.0000,49.7038
1777784337.675,7.4402,0.7316,-0.0183,0.9998,-0.0000,-0.0022,-0.0000,0.0000,0.0000,-0.0000,49.6885
1777784338.674,7.4402,0.7316,-0.0183,0.9998,-0.0000,-0.0011,-0.0000,0.0000,0.0000,-0.0000,49.7038
1777784339.675,7.4402,0.7316,-0.0183,0.9998,-0.0000,-0.0011,-0.0000,0.0000,0.0000,-0.0000,49.6426
1777784340.675,7.4402,0.7316,-0.0183,0.9998,-0.0025,0.0033,-0.0000,0.0000,0.0000,-0.0000,49.6885
1777784341.675,7.4402,0.7316,-0.0183,0.9998,0.0000,-0.0011,-0.0000,0.0000,0.0000,-0.0000,49.6732
1777784342.675,7.4402,0.7316,-0.0183,0.9998,0.0012,-0.0022,-0.0000,0.0000,0.0000,-0.0000,49.6426
1777784343.675,7.4402,0.7316,-0.0183,0.9998,0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,49.6426
1777784344.675,7.4402,0.7316,-0.0183,0.9998,0.0003,0.0022,-0.0000,0.0000,0.0000,-0.0000,49.6732
1777784345.675,7.4402,0.7316,-0.0183,0.9998,-0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,49.6579
1777784346.675,7.4402,0.7316,-0.0183,0.9998,0.0020,-0.0000,-0.0000,0.0000,0.0000,-0.0000,49.7038
1777784347.674,7.4402,0.7316,-0.0183,0.9998,-0.0004,-0.0022,-0.0000,0.0000,0.0000,0.1438,49.7191
1777784348.676,7.4402,0.7316,-0.0183,0.9998,-0.0006,-0.0000,-0.0000,0.0000,0.0000,-0.0000,49.6579
1777784349.675,7.4402,0.7316,-0.0183,0.9998,-0.0004,-0.0022,-0.0000,0.0000,0.0000,-0.0000,49.7038
1777784350.675,7.4402,0.7316,-0.0183,0.9998,0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,49.6426
1777784351.677,7.4402,0.7316,-0.0183,0.9998,0.0001,0.0000,-0.0000,0.0000,0.0000,-0.0000,49.6426
1777784352.675,7.4402,0.7316,-0.0183,0.9998,-0.0000,-0.0011,-0.0000,0.0000,0.0000,-0.0000,49.6885
1777784353.675,7.4402,0.7316,-0.0183,0.9998,0.0000,0.0033,-0.0000,0.0000,0.0000,-0.0000,49.6426
1777784354.675,7.4402,0.7316,-0.0183,0.9998,0.0000,-0.0011,-0.0000,0.0000,0.0000,-0.0000,49.6732
1777784355.675,7.4402,0.7316,-0.0183,0.9998,0.0000,0.0011,-0.0000,0.0000,0.0000,-0.0000,49.6426
1777784356.674,7.4402,0.7316,-0.0183,0.9998,0.0021,-0.0011,-0.0000,0.0000,0.0000,-0.0000,49.7038
1777784357.675,7.4402,0.7316,-0.0183,0.9998,-0.0000,-0.0011,-0.0000,0.0000,0.0000,-0.0000,49.6426
1777784358.675,7.4402,0.7316,-0.0183,0.9998,0.0003,0.0000,-0.0000,0.0000,0.0000,-0.0000,49.6732
1777784359.674,7.4402,0.7316,-0.0183,0.9998,-0.0000,0.0022,-0.0000,0.0000,0.0000,-0.0000,49.6426
1777784360.674,7.4402,0.7316,-0.0183,0.9998,-0.0000,0.0022,-0.0000,0.0000,0.0000,-0.0000,49.6426
1777784361.675,7.4402,0.7316,-0.0183,0.9998,-0.0000,-0.0022,-0.0000,0.0000,0.0000,-0.0000,49.7038
1777784362.675,7.4402,0.7316,-0.0183,0.9998,-0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,49.6426
1777784363.680,7.4402,0.7316,-0.0183,0.9998,0.0012,0.0000,-0.0000,0.0000,0.0000,-0.0000,49.7038
1777784364.675,7.4402,0.7316,-0.0183,0.9998,-0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,49.6426
1777784365.675,7.4402,0.7316,-0.0183,0.9998,-0.0001,0.0000,-0.0000,0.0000,0.0000,-0.0000,49.6885
1777784366.675,7.4402,0.7316,-0.0183,0.9998,0.0000,-0.0011,-0.0000,0.0000,0.0000,-0.0000,49.6426
1777784367.675,7.4402,0.7316,-0.0183,0.9998,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,49.6426
1777784368.675,7.4402,0.7316,-0.0183,0.9998,0.0000,-0.0033,-0.0000,0.0000,0.0000,-0.0000,49.6426
1777784369.675,7.4402,0.7316,-0.0183,0.9998,0.0000,0.0011,-0.0000,0.0000,0.0000,-0.0000,49.6426
1777784370.675,7.4402,0.7316,-0.0183,0.9998,0.0013,-0.0011,-0.0000,0.0000,0.0000,-0.0000,49.6579
1777784371.675,7.4402,0.7316,-0.0183,0.9998,-0.0000,0.0011,-0.0000,0.0000,0.0000,-0.0000,49.6426
1777784372.675,7.4402,0.7316,-0.0183,0.9998,-0.0002,-0.0011,-0.0000,0.0000,0.0000,-0.0000,49.7191
1777784373.675,7.4402,0.7316,-0.0183,0.9998,-0.0000,-0.0022,-0.0000,0.0000,0.0000,-0.0000,49.7038
1777784374.675,7.4402,0.7316,-0.0183,0.9998,0.0008,-0.0000,-0.0000,0.0000,0.0000,-0.0000,49.7038
1777784375.675,7.4402,0.7316,-0.0183,0.9998,-0.0001,0.0033,-0.0000,0.0000,0.0000,-0.0000,49.6120
