time_s,odom_yaw_deg,imu_qx,imu_qy,imu_qz,imu_qw,imu_yaw_deg,ekf_yaw_deg
1777024238.61,-22.95,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024238.71,-22.95,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024238.81,-22.95,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024238.91,-22.95,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024239.01,-22.95,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024239.11,-22.95,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024239.21,-22.95,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024239.31,-22.95,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024239.41,-22.95,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024239.51,-22.95,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024239.61,-22.95,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024239.71,-22.95,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024239.81,-22.95,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024239.91,-23.01,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024240.01,-23.07,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024240.11,-23.12,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024240.21,-23.18,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024240.31,-23.21,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024240.41,-23.21,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024240.51,-23.21,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024240.61,-23.21,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024240.71,-23.21,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024240.81,-23.21,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024240.91,-23.21,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024241.01,-23.21,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024241.11,-23.21,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024241.21,-23.21,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024241.31,-23.21,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024241.41,-23.21,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024241.51,-23.21,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024241.61,-23.21,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024241.71,-23.21,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024241.81,-23.21,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024241.91,-23.21,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024242.01,-23.21,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024242.11,-23.21,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024242.21,-23.21,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024242.31,-23.21,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024242.41,-23.24,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024242.51,-23.30,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024242.61,-23.36,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024242.71,-23.41,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024242.81,-23.47,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024242.91,-23.47,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024243.01,-23.47,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024243.11,-23.47,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024243.21,-23.47,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024243.31,-23.47,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024243.41,-23.47,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024243.51,-23.47,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024243.61,-23.47,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024243.71,-23.47,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024243.81,-23.47,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024243.91,-23.47,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024244.01,-23.47,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024244.11,-23.47,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024244.21,-23.47,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024244.31,-23.47,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024244.41,-23.47,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024244.51,-23.47,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024244.61,-23.47,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024244.71,-23.47,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024244.81,-23.36,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024244.91,-23.27,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024245.01,-23.21,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024245.11,-23.18,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024245.21,-23.18,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024245.31,-23.18,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024245.41,-23.18,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024245.51,-23.18,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024245.61,-23.18,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024245.71,-23.18,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024245.81,-23.18,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024245.91,-23.18,0.02,-0.00,-0.23,0.97,-26.12,-26.11
1777024246.01,-23.24,0.02,-0.00,-0.23,0.97,-26.26,-26.24
1777024246.11,-23.47,0.02,-0.00,-0.23,0.97,-26.54,-26.51
1777024246.21,-23.94,0.02,-0.00,-0.23,0.97,-27.03,-26.97
1777024246.31,-24.66,0.02,-0.00,-0.24,0.97,-27.77,-27.69
1777024246.41,-25.79,0.02,-0.00,-0.25,0.97,-28.74,-28.65
1777024246.51,-26.95,0.02,-0.00,-0.26,0.97,-29.89,-29.79
1777024246.61,-28.34,0.02,-0.00,-0.27,0.96,-31.44,-31.29
1777024246.71,-31.06,0.02,0.00,-0.29,0.96,-33.89,-33.62
1777024246.81,-35.00,0.02,0.00,-0.32,0.95,-37.73,-37.34
1777024246.91,-39.81,0.02,0.00,-0.36,0.93,-42.50,-42.07
1777024247.01,-44.56,0.02,0.00,-0.40,0.92,-47.27,-46.94
1777024247.11,-48.68,0.01,-0.00,-0.43,0.90,-51.13,-50.89
1777024247.21,-52.79,0.01,-0.01,-0.45,0.89,-53.77,-53.70
1777024247.31,-56.91,0.01,-0.01,-0.46,0.89,-55.36,-55.37
1777024247.41,-61.02,0.01,-0.01,-0.47,0.88,-56.05,-56.09
1777024247.51,-63.16,0.01,-0.01,-0.47,0.88,-56.19,-56.27
1777024247.61,-63.34,0.01,-0.01,-0.47,0.88,-56.14,-56.24
1777024247.71,-63.34,0.01,-0.01,-0.47,0.88,-56.13,-56.20
1777024247.81,-63.28,0.01,-0.01,-0.47,0.88,-56.13,-56.21
1777024247.91,-63.51,0.01,-0.01,-0.47,0.88,-56.35,-56.42
1777024248.01,-64.15,0.01,-0.01,-0.48,0.88,-56.97,-56.96
1777024248.11,-65.25,0.01,-0.01,-0.49,0.87,-58.15,-58.08
1777024248.21,-66.62,0.01,-0.01,-0.50,0.87,-59.61,-59.56
1777024248.31,-68.23,0.01,-0.01,-0.51,0.86,-61.20,-61.11
1777024248.41,-69.97,0.01,-0.01,-0.52,0.85,-62.96,-62.86
1777024248.51,-71.49,0.01,-0.01,-0.53,0.85,-64.54,-64.50
1777024248.61,-72.90,0.01,-0.01,-0.54,0.84,-65.57,-65.57
1777024248.71,-74.32,0.01,-0.01,-0.55,0.84,-66.08,-66.15
1777024248.81,-74.49,0.01,-0.01,-0.55,0.84,-66.16,-66.24
1777024248.91,-74.66,0.01,-0.01,-0.55,0.84,-66.07,-66.14
1777024249.01,-74.87,0.01,-0.01,-0.55,0.84,-66.23,-66.27
1777024249.11,-75.39,0.01,-0.01,-0.55,0.84,-66.73,-66.72
1777024249.21,-76.66,0.01,-0.01,-0.56,0.83,-68.01,-67.91
1777024249.31,-78.92,0.01,-0.01,-0.58,0.82,-70.40,-70.18
1777024249.41,-82.17,0.01,-0.01,-0.60,0.80,-73.63,-73.36
1777024249.51,-85.59,0.01,-0.01,-0.62,0.78,-76.97,-76.74
1777024249.61,-88.62,0.01,-0.01,-0.64,0.77,-79.85,-79.71
1777024249.71,-90.84,0.01,-0.01,-0.66,0.76,-81.86,-81.82
1777024249.81,-93.10,0.01,-0.01,-0.66,0.75,-82.89,-82.93
1777024249.91,-95.36,0.01,-0.01,-0.66,0.75,-83.28,-83.36
1777024250.01,-96.49,0.01,-0.01,-0.66,0.75,-83.25,-83.36
1777024250.11,-96.49,0.01,-0.01,-0.66,0.75,-83.16,-83.25
1777024250.21,-96.43,0.01,-0.01,-0.66,0.75,-83.23,-83.29
1777024250.31,-96.43,0.01,-0.01,-0.67,0.75,-83.46,-83.50
1777024250.41,-96.43,0.01,-0.01,-0.67,0.74,-83.97,-83.97
1777024250.51,-97.24,0.01,-0.01,-0.67,0.74,-84.82,-84.81
1777024250.61,-98.05,0.01,-0.01,-0.68,0.73,-85.58,-85.61
1777024250.71,-98.86,0.01,-0.01,-0.68,0.73,-85.98,-86.04
1777024250.81,-99.30,0.01,-0.01,-0.68,0.73,-86.11,-86.18
1777024250.91,-99.30,0.01,-0.01,-0.68,0.73,-86.08,-86.14
1777024251.01,-99.24,0.01,-0.01,-0.68,0.73,-86.08,-86.14
1777024251.11,-99.21,0.01,-0.01,-0.68,0.73,-86.08,-86.14
1777024251.21,-99.21,0.01,-0.01,-0.68,0.73,-85.96,-86.02
1777024251.31,-99.21,0.01,-0.01,-0.68,0.73,-85.72,-85.83
1777024251.41,-99.04,0.01,-0.01,-0.68,0.73,-85.44,-85.52
1777024251.51,-98.69,0.01,-0.01,-0.68,0.73,-85.42,-85.45
1777024251.61,-98.34,0.01,-0.01,-0.68,0.73,-85.49,-85.53
1777024251.71,-98.20,0.01,-0.01,-0.68,0.73,-85.49,-85.53
1777024251.81,-98.26,0.01,-0.01,-0.68,0.73,-85.67,-85.65
1777024251.91,-98.43,0.01,-0.01,-0.68,0.73,-85.86,-85.86
1777024252.01,-98.60,0.01,-0.01,-0.68,0.73,-86.11,-86.06
1777024252.11,-98.78,0.01,-0.01,-0.69,0.73,-86.82,-86.68
1777024252.21,-99.71,0.01,-0.01,-0.69,0.72,-87.72,-87.62
1777024252.31,-100.63,0.01,-0.01,-0.70,0.72,-88.62,-88.54
1777024252.41,-101.27,0.01,-0.01,-0.70,0.71,-89.20,-89.13
1777024252.51,-101.85,0.01,-0.01,-0.71,0.71,-89.85,-89.81
1777024252.61,-102.54,0.01,-0.01,-0.71,0.70,-90.66,-90.53
1777024252.71,-103.27,0.01,-0.01,-0.72,0.70,-91.36,-91.29
1777024252.81,-103.91,0.00,-0.01,-0.72,0.70,-91.92,-91.85
1777024252.91,-104.37,0.00,-0.02,-0.72,0.69,-92.51,-92.43
1777024253.01,-104.98,0.00,-0.02,-0.73,0.69,-93.10,-93.09
1777024253.11,-105.50,0.00,-0.02,-0.73,0.68,-93.58,-93.59
1777024253.21,-105.62,0.00,-0.02,-0.73,0.68,-93.70,-93.75
1777024253.31,-105.59,0.00,-0.02,-0.73,0.68,-93.70,-93.72
1777024253.41,-105.88,0.00,-0.02,-0.73,0.68,-94.09,-94.08
1777024253.51,-106.86,0.00,-0.02,-0.74,0.67,-95.10,-95.01
1777024253.61,-108.89,0.01,-0.01,-0.75,0.66,-97.04,-96.85
1777024253.71,-111.96,0.01,-0.01,-0.77,0.64,-100.02,-99.73
1777024253.81,-115.96,0.01,-0.01,-0.79,0.62,-104.05,-103.69
1777024253.91,-120.48,0.01,-0.01,-0.81,0.58,-108.46,-108.12
1777024254.01,-124.71,0.01,-0.01,-0.83,0.56,-112.45,-112.20
1777024254.11,-128.13,0.01,-0.01,-0.85,0.53,-115.62,-115.47
1777024254.21,-130.79,0.00,-0.01,-0.86,0.52,-117.79,-117.74
1777024254.31,-133.46,0.00,-0.01,-0.86,0.51,-119.05,-119.08
1777024254.41,-136.12,0.00,-0.01,-0.86,0.50,-119.65,-119.73
1777024254.51,-137.54,0.00,-0.01,-0.87,0.50,-119.84,-119.94
1777024254.61,-137.54,0.00,-0.01,-0.87,0.50,-119.96,-120.09
1777024254.71,-137.66,-0.00,-0.01,-0.87,0.50,-120.04,-120.13
1777024254.81,-137.92,-0.01,-0.02,-0.87,0.50,-120.23,-120.28
1777024254.91,-138.33,-0.01,-0.02,-0.87,0.50,-120.62,-120.66
1777024255.01,-138.88,-0.01,-0.01,-0.87,0.49,-121.14,-121.18
1777024255.11,-139.28,-0.01,-0.02,-0.87,0.49,-121.66,-121.71
1777024255.21,-139.63,-0.01,-0.02,-0.87,0.48,-122.10,-122.13
1777024255.31,-140.18,-0.01,-0.02,-0.88,0.48,-122.57,-122.60
1777024255.41,-140.41,-0.00,-0.02,-0.88,0.48,-122.92,-122.96
1777024255.51,-140.70,-0.00,-0.02,-0.88,0.48,-123.26,-123.31
1777024255.61,-140.99,-0.00,-0.02,-0.88,0.47,-123.55,-123.59
1777024255.71,-141.34,-0.00,-0.02,-0.88,0.47,-123.85,-123.89
1777024255.81,-141.69,-0.00,-0.02,-0.88,0.47,-124.20,-124.23
1777024255.91,-142.21,-0.00,-0.02,-0.89,0.46,-124.64,-124.65
1777024256.01,-142.85,-0.00,-0.02,-0.89,0.46,-125.27,-125.27
1777024256.11,-143.43,-0.00,-0.02,-0.89,0.45,-125.98,-125.97
1777024256.21,-144.09,-0.00,-0.02,-0.89,0.45,-126.82,-126.80
1777024256.31,-145.13,-0.00,-0.02,-0.90,0.44,-127.73,-127.70
1777024256.41,-146.24,-0.00,-0.02,-0.90,0.43,-128.73,-128.68
1777024256.51,-147.31,-0.00,-0.02,-0.91,0.42,-129.88,-129.82
1777024256.61,-148.55,-0.00,-0.02,-0.91,0.41,-131.18,-131.12
1777024256.71,-150.06,-0.00,-0.02,-0.92,0.40,-132.71,-132.58
1777024256.81,-151.83,-0.00,-0.02,-0.92,0.39,-134.72,-134.57
1777024256.91,-154.75,-0.00,-0.02,-0.93,0.36,-137.61,-137.34
1777024257.01,-158.75,-0.00,-0.02,-0.94,0.33,-141.61,-141.26
1777024257.11,-164.10,-0.01,-0.02,-0.96,0.28,-146.92,-146.45
1777024257.21,-170.82,-0.01,-0.02,-0.97,0.23,-153.45,-152.90
1777024257.31,-178.47,-0.01,-0.02,-0.99,0.17,-160.94,-160.34
1777024257.41,173.59,-0.01,-0.01,-1.00,0.10,-168.81,-168.23
1777024257.51,166.00,-0.01,-0.01,-1.00,0.03,-176.37,-175.87
1777024257.61,158.87,-0.01,-0.01,-1.00,-0.03,176.62,177.05
1777024257.71,152.04,-0.01,-0.01,-1.00,-0.09,170.03,170.39
1777024257.81,146.13,-0.01,-0.01,-0.99,-0.14,164.17,164.44
1777024257.91,141.31,-0.01,-0.01,-0.98,-0.18,159.39,159.50
1777024258.01,137.52,-0.01,-0.01,-0.98,-0.21,155.80,155.77
1777024258.11,135.00,-0.01,-0.01,-0.97,-0.23,153.27,153.16
1777024258.21,133.03,-0.01,-0.01,-0.97,-0.25,151.36,151.25
1777024258.31,131.44,-0.01,-0.01,-0.97,-0.26,149.78,149.71
1777024258.41,129.93,-0.01,-0.01,-0.96,-0.27,148.27,148.15
1777024258.51,128.48,-0.01,-0.01,-0.96,-0.29,146.81,146.71
1777024258.61,126.95,-0.01,-0.01,-0.95,-0.30,145.34,145.39
1777024258.71,125.44,-0.01,-0.01,-0.95,-0.31,143.81,143.72
1777024258.81,123.93,-0.01,-0.01,-0.95,-0.32,142.29,142.20
1777024258.91,122.31,-0.01,-0.01,-0.94,-0.33,140.84,140.76
1777024259.01,120.95,-0.01,-0.01,-0.94,-0.35,139.26,139.19
1777024259.11,119.33,-0.02,-0.01,-0.93,-0.36,137.51,137.61
1777024259.21,117.88,-0.02,-0.01,-0.93,-0.37,135.97,136.12
1777024259.31,116.54,-0.02,-0.01,-0.92,-0.39,134.61,134.65
1777024259.41,115.56,-0.02,-0.01,-0.92,-0.39,133.53,133.50
1777024259.51,115.04,-0.02,-0.01,-0.92,-0.40,132.84,132.77
1777024259.61,114.89,-0.02,-0.01,-0.92,-0.40,132.51,132.30
1777024259.71,115.01,-0.01,-0.01,-0.92,-0.40,132.56,132.36
1777024259.81,115.30,-0.02,-0.01,-0.92,-0.40,132.76,132.57
1777024259.91,115.99,-0.02,-0.01,-0.92,-0.40,133.34,133.07
1777024260.01,116.75,-0.02,-0.01,-0.92,-0.39,133.98,133.77
1777024260.11,117.70,-0.02,-0.01,-0.92,-0.38,134.88,134.58
1777024260.21,118.72,-0.02,-0.01,-0.93,-0.38,135.71,135.43
1777024260.31,119.70,-0.02,-0.01,-0.93,-0.37,136.55,136.27
1777024260.41,120.57,-0.01,-0.01,-0.93,-0.36,137.35,137.11
1777024260.51,121.38,-0.01,-0.01,-0.93,-0.36,138.02,137.87
1777024260.61,122.25,-0.01,-0.01,-0.94,-0.35,138.75,138.55
1777024260.71,123.01,-0.01,-0.01,-0.94,-0.35,139.36,139.19
1777024260.81,123.32,-0.01,-0.01,-0.94,-0.34,139.82,139.67
1777024260.91,123.61,-0.01,-0.01,-0.94,-0.34,140.10,140.00
1777024261.01,123.96,-0.01,-0.01,-0.94,-0.34,140.32,140.23
1777024261.11,124.08,-0.01,-0.01,-0.94,-0.34,140.38,140.32
1777024261.21,124.31,-0.01,-0.01,-0.94,-0.34,140.46,140.44
1777024261.31,124.51,-0.01,-0.01,-0.94,-0.34,140.50,140.46
1777024261.41,124.43,-0.01,-0.01,-0.94,-0.34,140.41,140.40
1777024261.51,124.43,-0.01,-0.01,-0.94,-0.34,140.44,140.37
1777024261.61,124.92,-0.01,-0.01,-0.94,-0.34,140.82,140.66
1777024261.71,126.02,-0.01,-0.01,-0.94,-0.33,141.79,141.54
1777024261.81,127.29,-0.01,-0.01,-0.95,-0.32,143.23,142.91
1777024261.91,128.86,-0.01,-0.01,-0.95,-0.30,144.74,144.73
1777024262.01,130.71,-0.01,-0.01,-0.96,-0.29,146.73,146.38
1777024262.11,132.57,-0.01,-0.01,-0.96,-0.27,148.23,148.08
1777024262.21,134.48,-0.01,-0.01,-0.97,-0.26,149.93,149.63
1777024262.31,136.30,-0.01,-0.01,-0.97,-0.25,151.44,151.27
1777024262.41,137.87,-0.01,-0.01,-0.97,-0.23,153.29,152.99
1777024262.51,139.35,-0.01,-0.01,-0.98,-0.22,154.70,154.48
1777024262.61,140.53,-0.01,-0.01,-0.98,-0.21,155.72,155.59
1777024262.71,141.40,-0.01,-0.01,-0.98,-0.21,156.31,156.25
1777024262.81,141.84,-0.01,-0.01,-0.98,-0.20,156.69,156.66
1777024262.91,142.19,-0.01,-0.01,-0.98,-0.20,157.00,156.97
1777024263.01,142.42,-0.01,-0.01,-0.98,-0.20,157.22,157.22
1777024263.11,142.56,-0.01,-0.01,-0.98,-0.20,157.30,157.32
1777024263.21,142.71,-0.01,-0.01,-0.98,-0.20,157.36,157.37
1777024263.31,142.76,-0.00,-0.01,-0.98,-0.20,157.40,157.41
1777024263.41,142.82,0.00,-0.01,-0.98,-0.19,157.65,157.60
1777024263.51,143.46,0.00,-0.01,-0.98,-0.19,158.50,158.28
1777024263.61,145.37,-0.00,-0.01,-0.99,-0.17,160.50,160.02
1777024263.71,148.63,-0.01,-0.01,-0.99,-0.14,164.03,163.21
1777024263.81,154.62,-0.01,-0.01,-1.00,-0.09,169.77,168.50
1777024263.91,162.77,-0.01,-0.01,-1.00,-0.02,177.73,176.09
1777024264.01,171.98,-0.01,-0.01,-1.00,0.06,-173.03,-174.80
1777024264.11,-178.63,-0.01,-0.01,-0.99,0.14,-163.73,-165.38
1777024264.21,-170.00,-0.01,-0.01,-0.98,0.21,-155.29,-156.70
1777024264.31,-162.79,-0.00,-0.01,-0.96,0.27,-148.27,-149.37
1777024264.41,-156.70,-0.00,-0.01,-0.95,0.32,-142.34,-143.25
1777024264.51,-150.78,-0.00,-0.01,-0.93,0.37,-136.60,-137.54
1777024264.61,-144.91,-0.00,-0.02,-0.91,0.41,-131.45,-131.77
1777024264.71,-139.55,-0.00,-0.02,-0.89,0.46,-125.84,-126.50
1777024264.81,-134.68,0.00,-0.02,-0.87,0.48,-122.08,-122.22
1777024264.91,-130.83,0.00,-0.02,-0.86,0.51,-118.15,-118.63
1777024265.01,-127.61,0.00,-0.02,-0.84,0.54,-114.90,-115.34
1777024265.11,-124.37,0.00,-0.02,-0.83,0.56,-111.75,-112.11
1777024265.21,-121.12,0.00,-0.02,-0.81,0.58,-108.60,-108.97
1777024265.31,-117.94,0.00,-0.02,-0.80,0.60,-105.56,-105.91
1777024265.41,-115.21,0.00,-0.02,-0.78,0.62,-102.96,-103.19
1777024265.51,-113.18,0.00,-0.02,-0.77,0.64,-100.95,-101.05
1777024265.61,-112.14,0.00,-0.02,-0.76,0.64,-99.74,-99.70
1777024265.71,-111.50,-0.00,-0.02,-0.76,0.65,-99.26,-99.09
1777024265.81,-111.33,-0.00,-0.02,-0.76,0.65,-99.56,-99.27
1777024265.91,-112.22,-0.00,-0.02,-0.77,0.64,-100.36,-99.99
1777024266.01,-113.21,-0.00,-0.02,-0.77,0.63,-101.23,-100.88
1777024266.11,-113.82,0.00,-0.02,-0.78,0.63,-101.75,-101.51
1777024266.21,-113.37,0.00,-0.02,-0.77,0.63,-101.65,-101.58
1777024266.31,-112.59,0.00,-0.02,-0.77,0.64,-100.59,-100.73
1777024266.41,-111.07,0.00,-0.02,-0.76,0.65,-98.56,-98.87
1777024266.51,-108.20,0.00,-0.02,-0.74,0.67,-95.73,-96.19
1777024266.61,-105.19,0.00,-0.02,-0.72,0.69,-92.33,-92.87
1777024266.71,-101.71,0.01,-0.02,-0.70,0.72,-88.53,-88.76
1777024266.81,-97.49,0.01,-0.02,-0.67,0.74,-84.29,-84.56
1777024266.91,-93.14,0.01,-0.02,-0.64,0.77,-79.66,-80.04
1777024267.01,-88.24,0.01,-0.02,-0.60,0.80,-74.45,-74.80
1777024267.11,-82.76,0.01,-0.02,-0.57,0.82,-68.87,-69.08
1777024267.21,-77.20,0.01,-0.02,-0.53,0.85,-63.45,-63.74
1777024267.31,-72.16,0.01,-0.02,-0.49,0.87,-58.59,-58.80
1777024267.41,-68.25,0.01,-0.02,-0.46,0.89,-54.75,-54.82
1777024267.51,-65.18,0.01,-0.02,-0.44,0.90,-52.41,-52.32
1777024267.61,-63.48,0.01,-0.02,-0.44,0.90,-51.87,-51.61
1777024267.71,-64.11,0.01,-0.02,-0.45,0.90,-52.92,-52.54
1777024267.81,-65.67,0.01,-0.02,-0.46,0.89,-55.02,-54.60
1777024267.91,-67.87,0.01,-0.02,-0.48,0.88,-57.72,-57.26
1777024268.01,-70.74,0.01,-0.02,-0.50,0.86,-60.67,-60.22
1777024268.11,-73.64,0.01,-0.02,-0.53,0.85,-63.67,-63.24
1777024268.21,-76.42,0.01,-0.02,-0.55,0.84,-66.57,-66.17
1777024268.31,-79.12,0.01,-0.02,-0.57,0.82,-69.26,-68.91
1777024268.41,-81.84,0.01,-0.02,-0.59,0.81,-71.64,-71.34
1777024268.51,-84.07,0.01,-0.02,-0.60,0.80,-73.70,-73.45
1777024268.61,-85.64,0.01,-0.02,-0.61,0.79,-75.43,-75.22
1777024268.71,-87.03,0.01,-0.02,-0.62,0.78,-76.94,-76.75
1777024268.81,-88.56,0.01,-0.02,-0.63,0.77,-78.59,-78.38
1777024268.91,-90.36,0.01,-0.02,-0.65,0.76,-80.54,-80.32
1777024269.01,-92.27,0.01,-0.02,-0.66,0.75,-82.59,-82.39
1777024269.11,-94.15,0.01,-0.02,-0.67,0.74,-84.52,-84.33
1777024269.21,-95.83,0.01,-0.02,-0.68,0.73,-86.14,-86.01
1777024269.31,-97.34,0.01,-0.02,-0.69,0.72,-87.38,-87.28
1777024269.41,-98.44,0.01,-0.02,-0.70,0.72,-88.21,-88.16
1777024269.51,-98.96,0.01,-0.02,-0.70,0.72,-88.69,-88.68
1777024269.61,-99.31,0.01,-0.02,-0.70,0.71,-88.78,-88.80
1777024269.71,-99.45,0.01,-0.02,-0.70,0.72,-88.64,-88.70
1777024269.81,-99.05,0.01,-0.02,-0.70,0.72,-88.16,-88.22
1777024269.91,-98.30,0.01,-0.02,-0.69,0.72,-87.49,-87.55
1777024270.01,-97.72,0.01,-0.02,-0.69,0.73,-86.94,-86.99
1777024270.11,-97.60,0.01,-0.02,-0.69,0.73,-86.79,-86.78
1777024270.21,-97.77,0.01,-0.02,-0.69,0.72,-87.41,-87.30
1777024270.31,-98.76,0.01,-0.02,-0.70,0.71,-89.08,-88.88
1777024270.41,-101.22,0.01,-0.02,-0.72,0.70,-91.76,-91.48
1777024270.51,-104.35,0.01,-0.02,-0.74,0.67,-95.17,-94.85
1777024270.61,-107.80,0.00,-0.02,-0.76,0.65,-98.89,-98.57
1777024270.71,-111.48,0.00,-0.02,-0.78,0.63,-102.47,-102.20
1777024270.81,-115.07,0.00,-0.02,-0.80,0.60,-105.69,-105.45
1777024270.91,-118.37,0.00,-0.01,-0.81,0.58,-108.80,-108.59
1777024271.01,-121.47,0.00,-0.01,-0.83,0.56,-112.09,-111.84
1777024271.11,-124.66,0.00,-0.01,-0.85,0.53,-115.65,-115.40
1777024271.21,-128.43,0.00,-0.01,-0.86,0.50,-119.76,-119.45
1777024271.31,-133.24,0.00,-0.01,-0.89,0.46,-124.63,-124.26
1777024271.41,-138.51,0.00,-0.01,-0.91,0.42,-130.38,-129.94
1777024271.51,-144.22,-0.00,-0.01,-0.93,0.37,-136.58,-136.13
1777024271.61,-150.48,-0.00,-0.01,-0.95,0.32,-142.88,-142.46
1777024271.71,-156.87,-0.00,-0.01,-0.96,0.27,-148.88,-148.36
1777024271.81,-162.53,-0.00,-0.01,-0.98,0.22,-154.67,-153.92
1777024271.91,-167.00,-0.00,-0.01,-0.98,0.18,-158.98,-158.45
1777024272.01,-170.93,-0.00,-0.01,-0.99,0.16,-161.93,-161.91
1777024272.11,-173.86,-0.00,-0.01,-0.99,0.14,-164.19,-164.26
1777024272.21,-175.07,-0.00,-0.01,-0.99,0.13,-165.47,-165.63
1777024272.31,-175.60,-0.00,-0.01,-0.99,0.12,-165.83,-166.05
1777024272.41,-175.51,-0.00,-0.01,-0.99,0.13,-165.41,-165.74
1777024272.51,-174.55,-0.00,-0.01,-0.99,0.13,-164.58,-164.90
1777024272.61,-173.34,-0.00,-0.01,-0.99,0.15,-163.02,-163.50
1777024272.71,-171.77,-0.00,-0.01,-0.99,0.16,-161.30,-161.83
1777024272.81,-169.89,-0.00,-0.01,-0.98,0.18,-159.46,-159.97
1777024272.91,-168.03,-0.00,-0.01,-0.98,0.19,-157.62,-158.11
1777024273.01,-166.20,-0.00,-0.01,-0.98,0.21,-155.88,-156.33
1777024273.11,-164.64,-0.00,-0.01,-0.98,0.22,-154.41,-154.77
1777024273.21,-163.31,-0.00,-0.01,-0.97,0.23,-153.44,-153.67
1777024273.31,-162.47,-0.00,-0.01,-0.97,0.23,-152.96,-153.12
